"ID";"P02_A";"P03";"P04_A";"P04_B";"P05";"P06_A";"P06_B";"P07";"P08_A";"P08_B";"P09";"P10";"P11";"P12";"P13_A";"P13_B";"P14";"P15";"P16_A";"P16_B";"P17";"P18";"P19_B";"P19_C";"P19_D";"P19_E";"P20";"P21_A";"P21_B_1";"P21_B_2";"P21_B_3";"P21_B_4";"P21_B_5";"P21_B_6";"P21_B_7";"P21_8A";"P21_8B";"P21_B_9";"P21_B_10";"P21_B_11";"P21_B_12";"P22";"P23_A";"P23_B";"P23_C";"P23_D";"P23_E";"P23_F";"P23_G";"P23_H";"P23_I";"P24_A";"P24_B";"P24_C";"P24_D";"P25_A";"P25_B";"P25_E";"P26";"P27_A";"V05";"V07";"V08_A";"V08_B";"V09_A";"V09_B";"V09_C";"V09_D";"V10";"V11";"V12_1";"V12_2";"V12_3";"V12_4";"VD_P27_B";"VD12_5";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"783";24;2;2;;3;1;;1;2;2;3;2;3;2;1;2;3;3;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;2;;;;;;;;;;2;2;2;2;1;2;2;4;1;1;3;2;1;2;2;2;;2;2;1;0;0;1;1;0;2;2;3;2;3;2;1;2;3;22937254,8699374;9185405,92676254;27097050,3254786;7314042,008035;10694694,8990073;0,257831607001397;4553,19491319239
"784";42;2;1;2;1;3;;2;1;2;2;3;2;2;1;2;1;2;2;1;2;4;2;1;2;2;1;1;2;2;2;2;1;2;1;1;2;1;1;1;1;1;2;3;2;2;3;3;2;3;2;1;1;1;2;1;2;1;3;2;2;1;6;;1;;;5;1;4;0;0;0;0;;1;4;3;1;4;1;1;3;1;2;11790662,3027841;4174819,25961168;17810307,5704317;5770094,98942702;10688606,2270338;0,716100169557645;9752,82615672841
"785";24;2;2;;4;1;;2;2;2;3;3;97;3;1;2;3;3;1;1;1;3;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;1;2;1;4;2;1;1;3;1;2;2;2;;1;3;0;0;0;0;;1;2;2;1;3;3;2;2;1;1;22937254,8699374;9185405,92676254;10746878,5794495;12966305,9052789;19136323,710005;0,257831607001397;11491,7523800162
"786";22;1;1;2;2;3;;2;2;2;2;3;1;3;1;2;2;2;2;2;1;5;2;1;2;2;1;1;2;1;2;1;1;97;2;1;2;1;2;1;1;2;;;;;;;;;;2;1;1;1;1;1;1;2;2;2;2;4;1;1;;;1;2;2;0;0;0;0;;1;2;2;2;4;1;1;1;2;3;20907410,4102155;9185405,92676254;5581173,8955491;6474733,97617184;10694694,8990073;0,141055033174923;1198,97140052683
"787";31;1;1;2;1;2;;2;2;2;2;2;2;2;2;;1;3;1;1;1;6;1;2;2;2;2;2;;;;;;;;;;;;;;2;;;;;;;;;;1;2;1;2;2;2;1;4;1;2;3;2;1;2;2;2;;2;97;97;97;97;97;9;97;3;3;3;2;3;2;97;2;3;34307260,1788924;12935558,7172738;26349818,4883615;11642723,335758;28876180,8506565;2,07694757223493;48341,5334856007
"788";14;2;1;2;2;5;2;1;1;2;1;3;2;2;1;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;;;;;;;;;;1;2;1;1;1;1;1;2;2;2;3;2;1;1;;;5;2;2;1;0;0;1;;0;1;1;3;2;1;1;1;2;2;6773138,38201185;4671519,09130945;9643625,74810525;2424907,60474098;5475108,39068382;0,0461849661679657;2527,82266981381
"789";26;2;1;1;3;5;5;2;2;2;2;2;3;3;2;;3;2;1;2;3;6;2;2;2;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;2;2;;;;;;;;;;1;1;1;2;1;2;2;4;1;1;5;3;1;2;2;2;;5;2;1;0;0;1;1;0;2;1;4;3;3;2;1;3;3;22937254,8699374;13054252,8137814;419562,47967567;12966305,9052789;10694694,8990073;0,795664170993237;4198,2775922479
"790";21;2;1;1;2;3;;2;1;2;3;3;3;3;1;2;1;2;2;1;1;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;2;1;2;1;1;1;3;3;1;2;3;2;3;2;2;2;1;1;2;1;2;1;4;2;2;3;4;1;2;2;2;;2;97;0;0;0;0;;1;2;2;3;4;3;2;97;2;2;20907410,4102155;9185405,92676254;27097050,3254786;6474733,97617184;14013646,6711406;0,411152842425977;5792,38124185234
"791";32;2;2;;1;3;;1;1;1;1;2;3;2;1;1;1;2;2;1;2;4;2;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;3;2;1;1;1;2;2;2;2;1;1;2;3;4;1;1;;;5;4;5;0;0;0;0;1;1;3;4;3;4;1;1;3;3;2;34307260,1788924;10817844,4188551;26349818,4883615;18345076,3941771;28238670,7866954;0,395036302215719;4783,31728994995
"792";17;1;2;;1;3;;1;97;97;3;3;1;3;1;2;2;3;2;2;1;2;2;1;2;1;3;1;1;1;1;1;;;1;;;;2;1;1;;;;;;;;;;;2;2;2;1;2;1;2;2;2;2;3;4;1;1;;;4;3;5;0;0;0;0;;1;1;3;3;4;1;1;3;3;2;6773138,38201185;2440573,74107289;9643625,74810525;2399410,71828191;5475108,39068382;0,117290313156604;2131,59462866532
"793";29;2;2;;2;3;;2;97;1;2;2;5;2;1;2;1;2;1;1;1;4;2;2;2;2;1;1;2;1;2;1;1;1;2;1;2;1;1;1;1;2;;;;;;;;;;2;1;1;2;2;2;2;4;2;1;3;4;1;1;;;2;1;4;0;0;0;0;;1;2;3;3;4;1;1;3;1;1;22937254,8699374;7934345,66230122;27097050,3254786;6474733,97617184;19136323,710005;1,2480489490795;20884,3136121739
"794";29;2;2;;4;1;;2;2;2;2;2;97;3;2;;3;3;1;1;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;1;2;1;2;2;4;2;1;1;3;1;2;1;;3;1;1;1;0;0;1;;0;2;3;1;3;1;1;1;1;2;22937254,8699374;7934345,66230122;10746878,5794495;12966305,9052789;14013646,6711406;1,2480489490795;23191,8924575076
"795";31;2;1;1;4;1;;2;2;2;3;3;1;2;1;3;2;3;1;2;1;5;2;1;2;2;1;1;2;1;2;2;1;2;1;2;2;1;2;2;2;2;;;;;;;;;;2;1;1;2;1;2;2;4;2;1;3;3;1;2;2;1;;1;1;1;0;0;1;;0;3;2;3;3;2;2;1;1;3;37266731,3639616;14370447,1480955;26349818,4883615;23585402,4563219;28876180,8506565;2,07694757223493;50250,2332320779
"796";16;2;2;;1;3;;2;1;2;2;2;5;1;1;2;1;2;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;2;2;2;2;4;2;1;3;4;1;1;;;5;5;2;1;0;0;1;;0;1;3;3;4;1;1;1;3;3;6858908,59017553;2440573,74107289;9643625,74810525;2399410,71828191;3668531,91805448;0,0234754682078933;188,34990054317
"797";12;2;2;;2;2;;1;1;2;3;2;2;2;1;97;1;2;1;1;1;1;1;1;1;1;3;1;1;1;2;2;;;2;;;;2;1;1;;;;;;;;;;;2;1;2;2;2;1;2;2;2;2;3;3;1;2;2;2;;2;2;0;0;0;0;;1;1;5;3;3;3;2;1;2;2;6773138,38201185;1880529,03586771;9643625,74810525;4331620,75185869;5475108,39068382;0,0504205912948909;1592,25323093396
"798";16;2;1;1;2;3;;2;2;2;3;3;6;2;1;3;97;97;2;1;1;2;2;2;2;97;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;2;2;2;1;2;1;4;2;2;1;3;1;1;;;1;2;97;0;0;0;0;;1;1;1;1;3;1;1;97;2;3;6773138,38201185;4671519,09130945;2582600,48691994;4331620,75185869;3668531,91805448;0,0469509364157867;2680,84369865699
"799";53;97;1;2;2;4;;1;2;2;3;2;97;2;1;2;1;2;2;97;1;1;97;1;97;97;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;2;97;97;4;2;2;3;4;1;1;;;97;1;97;0;0;0;0;;1;5;2;3;4;1;1;97;1;3;6175398,59426123;2714476,69930958;6771368,0568895;3283461,63546948;5140756,49169244;0,16651353425256;2301,29230549781
"800";42;2;2;;2;1;;1;2;2;2;1;1;1;1;2;1;2;2;1;1;4;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;2;1;2;2;2;2;2;4;2;2;1;3;1;2;1;;2;1;5;0;0;0;0;;1;4;4;1;3;1;1;3;1;2;11790662,3027841;3787817,15094212;17810307,5704317;6877258,89129001;10688606,2270338;0,716100169557645;19956,8008857808
"801";16;1;2;;1;4;;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;2;1;3;3;1;1;2;1;2;2;1;1;2;3;1;2;3;4;1;2;2;2;;2;97;0;0;0;0;9;1;1;2;3;4;3;2;97;2;1;6773138,38201185;2888659,36430057;9643625,74810525;2399410,71828191;4488406,66344907;0,0469509364157867;892,577054318587
"802";23;2;1;1;1;3;;1;97;2;3;3;5;2;2;;1;2;2;1;3;6;97;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;2;1;2;3;1;1;1;1;1;1;2;2;2;2;97;2;1;3;4;2;1;;;5;4;2;0;0;0;0;;1;2;1;3;4;1;1;1;3;2;22937254,8699374;13054252,8137814;27097050,3254786;6474733,97617184;14013646,6711406;0,849862992295481;18279,7921043085
"803";50;2;1;1;4;97;;3;2;2;3;3;5;3;1;3;2;3;1;2;1;3;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;2;2;1;1;1;3;2;2;3;3;1;2;1;;1;1;3;0;0;0;0;;1;5;3;3;3;1;1;2;1;1;6175398,59426123;2338299,3457835;6771368,0568895;3698976,34110253;3921361,82450623;0,183858511275473;4686,10956978037
"804";13;2;2;;3;2;;2;2;2;2;97;3;2;1;2;1;2;2;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;2;1;1;2;2;;;;;;;;;;97;97;2;2;2;2;2;4;2;1;3;3;1;2;2;2;;2;2;0;0;0;0;;1;1;2;3;3;3;2;1;2;2;6858908,59017553;2888659,36430057;9643625,74810525;4331620,75185869;5475108,39068382;1,30428124374651;32918,3261257473
"805";12;1;2;;2;4;;2;2;2;2;2;1;3;1;3;1;3;2;1;97;6;1;2;1;2;1;1;2;1;2;2;2;2;2;1;2;2;2;1;1;2;;;;;;;;;;1;97;2;2;2;1;1;4;2;2;97;5;;2;2;2;;1;2;0;0;0;0;;1;1;5;3;1;3;2;1;1;1;6773138,38201185;1880529,03586771;9643625,74810525;4476107,8973058;4488406,66344907;0,100841182589782;6185,79258019732
"806";17;2;2;;4;3;;2;2;2;3;3;1;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;2;1;1;1;1;2;2;2;1;2;4;3;1;1;;;1;2;3;1;0;0;1;97;0;1;1;4;3;1;1;2;2;1;6773138,38201185;4671519,09130945;199780,14287558;4331620,75185869;4488406,66344907;0,117290313156604;1734,54601744163
"807";33;1;1;2;3;1;;2;2;2;2;2;3;2;1;2;2;3;1;1;2;2;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;1;2;1;2;2;2;1;1;;;5;2;2;0;0;0;0;95;1;3;4;2;2;1;1;1;2;1;34307260,1788924;10817844,4188551;7523864,72812505;11642723,335758;14459139,9055021;23,0948433153942;327593,911607103
"808";28;2;1;2;1;5;1;1;1;1;3;2;4;3;1;2;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;1;2;2;2;2;3;3;1;1;;;5;1;2;0;0;0;0;;1;2;3;3;3;1;1;1;1;3;20907410,4102155;7934345,66230122;27097050,3254786;12966305,9052789;10694694,8990073;0,102238189942991;1523,46788819073
"809";22;2;2;;4;5;1;2;2;2;3;2;1;3;1;2;1;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;;;;;;;;;;1;1;2;1;1;1;2;3;1;1;1;4;1;2;2;2;;1;3;0;0;0;0;1;1;2;1;1;4;3;2;2;1;3;22937254,8699374;13054252,8137814;10746878,5794495;6474733,97617184;10694694,8990073;0,105791274881192;1616,70320351773
"810";25;1;2;;3;5;5;2;2;2;3;3;1;2;1;3;2;2;1;2;1;2;2;2;2;2;1;1;1;1;1;1;1;97;1;1;97;1;1;1;1;2;;;;;;;;;;2;1;2;2;2;97;1;97;2;1;3;4;1;1;;;5;1;2;0;0;0;0;;1;2;5;3;4;1;1;1;1;3;22937254,8699374;7668933,99399618;27097050,3254786;6474733,97617184;10694694,8990073;0,583940675743474;4999,99908941901
"811";28;1;2;;1;1;;1;1;2;2;2;3;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;3;2;2;2;1;1;2;1;1;2;2;2;2;1;4;1;2;2;2;;1;3;0;0;0;0;;1;2;2;1;4;3;2;2;1;2;20907410,4102155;9185405,92676254;10746878,5794495;6474733,97617184;14013646,6711406;0,153357284914487;2154,69903077412
"812";42;1;2;;1;3;;2;2;2;3;3;1;2;1;2;97;2;2;2;1;2;1;1;1;2;1;1;2;2;1;2;2;2;1;2;2;1;2;2;2;2;;;;;;;;;;2;2;2;1;1;1;1;2;2;1;1;4;1;1;;;7;4;3;0;0;0;0;;1;4;4;1;4;1;1;2;3;2;12236801,2346068;3787817,15094212;17810307,5704317;5770094,98942702;10688606,2270338;0,716100169557645;7179,28423833639
"813";24;2;2;;4;1;;2;2;2;2;2;3;2;2;;2;2;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;2;3;3;3;3;3;3;3;2;2;1;1;1;1;2;1;4;2;1;3;3;2;2;2;2;;1;2;0;0;0;0;;1;2;1;3;2;3;2;1;1;3;22937254,8699374;13054252,8137814;27097050,3254786;7314042,008035;10694694,8990073;1,28915803500699;39018,353199492
"814";12;1;2;;2;3;;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;2;1;1;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;2;97;1;2;1;2;3;1;2;3;4;1;1;;;4;2;97;0;0;0;0;2;1;1;3;3;4;1;1;97;2;2;6773138,38201185;2440573,74107289;9643625,74810525;2399410,71828191;5475108,39068382;0,100841182589782;1832,6536725129
"815";52;1;2;;3;5;5;2;2;2;1;1;3;2;2;;2;2;2;1;1;1;1;1;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;1;1;2;1;4;2;2;3;3;1;2;2;2;;1;97;0;1;0;1;;0;5;1;3;3;3;2;97;1;1;6175398,59426123;3709383,01387224;6771368,0568895;3698976,34110253;3921361,82450623;1,17830452646159;63946,6797927778
"816";41;1;2;;4;97;;3;2;2;2;3;2;2;1;2;1;1;2;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;1;3;3;1;1;3;3;3;3;3;2;2;1;2;1;2;2;4;2;2;1;2;1;2;2;2;;2;2;0;0;0;0;;1;4;4;1;2;3;2;1;2;3;11790662,3027841;3787817,15094212;17810307,5704317;4315929,72711517;4490598,96948101;1,12380350157936;29798,6907641502
"817";14;1;2;;2;5;5;1;97;2;97;1;3;1;2;;2;1;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;2;1;1;2;2;2;4;2;1;3;3;2;2;2;2;;1;2;0;0;0;0;;1;1;1;3;2;3;2;1;1;2;6858908,59017553;4671519,09130945;9643625,74810525;2424907,60474098;5475108,39068382;0,0461849661679657;1810,0774822708
"818";50;2;2;;2;3;;3;2;2;2;3;3;2;2;;1;2;2;1;2;4;2;2;2;2;1;1;1;2;2;1;1;2;2;2;2;1;2;1;1;2;;;;;;;;;;2;1;1;2;1;2;2;3;2;2;3;4;2;2;2;2;;2;3;0;0;0;0;;1;5;1;3;4;3;2;2;2;3;6175398,59426123;3709383,01387224;6771368,0568895;3283461,63546948;5140756,49169244;0,183858511275473;3747,09698587558
"819";41;1;2;;2;5;4;2;1;2;2;3;3;2;2;;1;2;2;1;1;2;2;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;2;1;2;4;2;2;2;2;;1;2;0;0;0;0;;1;4;1;2;4;3;2;1;1;2;12236801,2346068;6174721,93567261;1179209,1539002;5770094,98942702;10688606,2270338;1,12380350157936;16473,6715710383
"820";27;2;2;;2;1;;1;1;2;2;3;1;2;1;2;1;3;2;1;1;3;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;2;2;2;2;4;1;1;1;4;1;1;;;1;1;3;0;0;0;0;1;1;2;1;1;4;1;1;2;1;1;22937254,8699374;13054252,8137814;10746878,5794495;6474733,97617184;19136323,710005;0,194395766255748;7457,35364118584
"821";53;2;2;;2;4;;1;1;2;3;3;5;2;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;1;2;;;;;;;;;;1;1;2;1;2;2;97;2;2;1;1;6;;2;1;;97;2;97;0;0;0;0;;1;5;3;1;4;1;1;97;2;3;6471216,17364217;2338299,3457835;4472565,30371772;3283461,63546948;5140756,49169244;0,33302706850512;3993,25331432492
"822";31;2;1;1;2;1;;2;2;2;3;2;3;3;1;2;1;2;1;1;3;6;2;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;1;1;2;;;;;;;;;;2;1;1;2;2;2;2;4;2;1;1;3;2;2;2;2;;4;2;0;0;1;1;;0;3;1;1;2;3;2;1;3;1;37266731,3639616;18615364,7082317;36770761,9610572;11642723,335758;14459139,9055021;2,07694757223493;152508,267923788
"823";15;1;2;;2;5;2;2;2;2;2;2;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;1;1;2;;;;;;;;;;1;1;2;1;2;1;1;4;2;2;3;4;1;2;2;2;;2;4;0;0;1;1;;0;1;3;3;4;3;2;3;2;2;6773138,38201185;2440573,74107289;9643625,74810525;2399410,71828191;5475108,39068382;0,56143908756424;10203,4047924896
"824";17;2;1;1;1;6;;1;2;2;2;3;6;2;1;2;1;97;1;1;1;4;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;2;2;1;1;2;1;4;1;1;;;1;1;4;0;0;0;0;3;1;1;2;1;4;1;1;3;1;2;6773138,38201185;2888659,36430057;2582600,48691994;2399410,71828191;5475108,39068382;0,0586451565783018;1380,70813357523
"825";25;2;1;1;4;3;;2;1;1;2;2;3;3;2;;1;2;1;1;2;6;2;1;2;2;1;1;2;2;2;1;1;1;2;1;1;1;1;1;1;1;3;3;2;2;2;2;2;1;3;1;1;1;1;2;2;2;4;2;2;1;3;1;1;;;1;4;3;0;0;0;0;;1;2;1;1;3;1;1;2;3;3;20907410,4102155;13054252,8137814;10746878,5794495;12966305,9052789;10694694,8990073;0,23357627029739;7979,17924254241
"826";17;2;2;;2;5;2;1;2;2;3;3;1;3;1;2;1;3;2;1;1;2;2;1;2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;2;;;;;;;;;;2;1;2;2;2;2;97;2;2;1;3;4;1;1;;;2;2;3;0;0;0;0;;1;1;2;3;4;1;1;2;2;1;6858908,59017553;2888659,36430057;9643625,74810525;2399410,71828191;4488406,66344907;0,234580626313207;3193,33265784122
"827";31;2;1;2;2;3;;1;1;2;2;3;5;2;1;2;1;2;2;1;3;6;2;2;2;2;1;1;2;2;2;2;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;2;2;2;1;1;1;2;2;1;2;3;2;1;1;3;1;2;2;1;;4;2;0;0;0;0;;1;3;2;1;3;2;2;1;3;3;37266731,3639616;14370447,1480955;36770761,9610572;23585402,4563219;28876180,8506565;2,07694757223493;69264,4277661328
"828";22;2;1;2;2;3;;2;1;2;2;2;2;3;1;2;1;2;2;1;1;3;2;2;2;1;1;1;2;2;2;1;2;2;1;1;2;1;1;1;2;1;2;3;2;2;3;2;3;2;3;1;2;2;2;2;2;2;4;2;2;5;6;;2;2;2;;1;97;0;0;0;0;;1;2;3;4;4;3;2;97;1;3;20907410,4102155;7934345,66230122;419562,47967567;6474733,97617184;10694694,8990073;0,211582549762385;273,791240740819
"829";27;1;2;;2;5;5;2;2;2;97;3;1;2;1;2;2;2;1;2;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;1;1;1;2;1;1;1;3;3;3;3;3;3;3;2;3;1;1;2;2;1;1;1;4;1;1;3;2;1;2;1;;3;2;2;0;0;0;0;95;1;2;2;3;2;1;1;1;2;3;22937254,8699374;9185405,92676254;27097050,3254786;7314042,008035;10694694,8990073;0,194395766255748;3432,94534116995
"830";23;1;2;;2;3;;2;2;2;2;3;2;2;2;;1;2;2;1;2;3;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;;;;;;;;;;1;1;1;2;1;1;2;1;1;2;3;2;1;1;;;5;1;2;0;0;0;0;6;1;2;4;3;2;1;1;1;1;3;20907410,4102155;6001726,88331152;27097050,3254786;7314042,008035;10694694,8990073;0,849862992295481;11752,3453617581
"831";41;1;2;;1;4;;2;1;2;3;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;97;2;1;1;1;1;2;1;2;1;2;2;;;;;;;;;;2;1;2;2;1;1;1;2;1;1;1;4;1;1;;;1;1;5;0;0;0;0;6;1;4;3;1;4;1;1;3;1;2;12236801,2346068;4174819,25961168;17810307,5704317;5770094,98942702;10688606,2270338;0,499468222924162;4515,80902895057
"832";27;1;1;2;2;1;;2;1;2;2;2;1;2;2;;1;2;2;1;1;2;2;1;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;3;4;1;1;;;1;2;3;0;0;1;1;;0;2;2;3;4;1;1;2;2;3;22937254,8699374;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;0,583187298767245;5214,07713639814
"833";14;1;2;;2;1;;2;1;1;3;3;1;2;1;2;1;2;2;1;3;3;2;1;1;1;1;1;2;1;2;1;1;2;2;1;2;2;2;1;1;2;;;;;;;;;;1;2;1;1;1;1;1;1;2;2;1;2;2;1;;;5;2;2;1;0;0;1;;0;1;5;1;1;1;1;1;2;1;6773138,38201185;1880529,03586771;2582600,48691994;4476107,8973058;4488406,66344907;0,138554898503897;10584,5714182735
"834";12;1;2;;2;2;;2;2;2;2;3;3;2;1;2;1;2;1;1;1;2;1;2;1;1;2;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;1;1;2;2;3;2;2;3;2;2;2;2;2;;1;2;0;0;0;0;;1;1;4;3;1;3;2;1;1;2;6773138,38201185;1750765,73963676;9643625,74810525;4476107,8973058;5475108,39068382;0,0275021407063041;1842,22387010123
"835";33;2;1;1;2;3;;1;1;1;3;2;1;1;1;2;1;2;1;2;1;3;97;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;2;1;2;2;3;1;1;3;2;2;1;1;2;2;1;1;2;2;1;2;3;1;1;;;5;2;3;0;0;1;1;;0;3;2;2;3;1;1;2;2;3;37266731,3639616;14370447,1480955;7523864,72812505;23585402,4563219;28876180,8506565;2,30948433153942;41996,4910512405
"836";26;2;1;1;2;3;;1;1;1;2;3;3;2;1;2;1;2;2;2;2;6;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;2;1;2;2;;;;;;;;;;2;1;2;2;2;2;1;4;2;2;3;4;2;1;;;1;4;3;0;0;0;0;;1;2;2;3;4;1;1;2;3;3;20907410,4102155;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;0,795664170993237;7985,70740425568
"837";25;2;1;1;4;5;5;3;2;2;3;3;1;3;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;;;;;;;;;;2;1;2;2;1;2;2;4;2;1;1;4;1;1;;;2;1;3;0;0;0;0;;1;2;2;1;4;1;1;2;1;2;22937254,8699374;9185405,92676254;10746878,5794495;6474733,97617184;14013646,6711406;0,23357627029739;2923,45711875192
"838";32;2;1;1;3;5;1;3;2;2;2;97;1;2;1;2;1;2;2;2;1;6;2;1;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;2;2;2;1;4;2;1;3;2;2;2;2;2;;2;3;0;0;0;0;;1;3;2;3;1;3;2;2;2;2;37266731,3639616;14370447,1480955;26349818,4883615;18000789,3565969;28238670,7866954;0,197518151107859;14871,7528803867
"839";22;2;2;;2;1;;1;2;2;3;3;5;3;1;2;1;3;1;1;1;2;2;2;2;2;3;1;2;2;2;1;;;2;;;;2;1;2;;;;;;;;;;;2;1;2;2;2;2;1;4;1;1;1;4;1;2;2;2;;3;5;0;0;0;0;1;1;2;5;1;4;3;2;3;3;3;22937254,8699374;7668933,99399618;10746878,5794495;6474733,97617184;10694694,8990073;0,211582549762385;1806,79719411465
"840";28;2;1;2;1;3;;2;1;1;3;3;2;2;1;2;1;2;2;1;1;1;2;2;2;2;1;1;1;2;2;1;1;2;2;1;2;1;2;1;1;1;2;3;3;3;3;3;3;3;3;1;1;2;2;2;2;2;2;2;2;3;3;1;2;1;;97;2;2;1;0;0;1;;0;2;1;3;3;1;1;1;2;2;20907410,4102155;13054252,8137814;27097050,3254786;12966305,9052789;14013646,6711406;0,613429139657947;29494,1435790377
"841";35;1;2;;2;5;1;1;2;1;2;2;3;2;1;2;2;2;1;2;1;3;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;1;2;1;1;2;;;;;;;;;;2;2;2;2;2;1;2;2;2;1;1;4;2;1;;;5;5;4;0;0;0;0;;1;3;4;1;4;1;1;3;3;3;37266731,3639616;10817844,4188551;36770761,9610572;18345076,3941771;28876180,8506565;16,7649769444975;284865,579075445
"842";26;2;2;;2;3;;2;1;2;3;3;2;3;1;1;1;2;2;1;1;3;2;1;2;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;;;;;;;;;;1;1;1;2;2;2;2;1;2;2;3;4;2;1;;;5;1;4;0;0;0;0;;1;2;3;3;4;1;1;3;1;1;20907410,4102155;7934345,66230122;27097050,3254786;6474733,97617184;19136323,710005;3,18265668397295;59785,0473315393
"843";41;2;1;1;3;5;1;2;1;2;3;3;3;3;1;2;1;3;2;1;3;6;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;1;1;1;2;2;2;2;1;2;2;1;4;2;1;;;1;4;2;0;0;0;0;;1;4;1;1;4;1;1;1;3;2;11790662,3027841;6174721,93567261;17810307,5704317;5770094,98942702;10688606,2270338;0,561901750789682;27483,0635370462
"844";23;1;2;;2;5;1;97;1;2;2;2;1;97;1;2;2;1;1;97;1;1;1;1;1;1;1;1;1;1;97;1;1;97;1;1;2;2;2;1;1;97;;;;;;;;;;1;2;2;1;2;1;2;2;1;1;3;3;1;1;;;7;2;97;1;0;0;1;95;0;2;1;3;3;1;1;97;2;2;22937254,8699374;13054252,8137814;27097050,3254786;12966305,9052789;14013646,6711406;0,566575328196987;24266,9307079985
